Z-Height,RPM_0.1,RPM_0.2,RPM_0.3,RPM_0.6,RPM_0.8,RPM_1.0,RPM_1.2,RPM_1.5,RPM_2.0,RPM_2.5
-65.55,8.09,18,27.85,53.1,74.1,93.35,94.29,,,
-65.6,33.59,19.79,29.94,56.88,79.75,92.33,99.82,,,
