Z-Height,RPM_0.1,RPM_0.2,RPM_0.3,RPM_0.6,RPM_0.8,RPM_1.0,RPM_1.2,RPM_1.5,RPM_2.0,RPM_2.5
-65.55,7.21,15.44,23.6,45.33,62.5,78.61,93.96,94.56,,
-65.6,26.15,15.83,24.14,45.09,64.42,80.8,93.06,97.5,,
