# Dynamic Analysis - Cell 6
"# Test RPMs: [0.1, 0.2, 0.3, 0.6, 0.8, 1.0, 1.2, 1.5, 2.0, 2.5]"
# Z-range: -65.550 to -65.650
# Timestamp: 20251117_141310

Z-Height,RPM_0.1,RPM_0.2,RPM_0.3,RPM_0.6,RPM_0.8,RPM_1.0,RPM_1.2,RPM_1.5,RPM_2.0,RPM_2.5
-65.550,6.76,14.22,21.67,42.19,57.16,71.85,85.91,91.90,,
-65.600,22.00,14.83,22.62,44.20,59.96,75.52,90.41,93.87,,
-65.650,24.81,15.66,23.90,46.61,63.45,79.89,93.91,96.35,,
