Z-Height,RPM_0.1,RPM_0.2,RPM_0.3,RPM_0.6,RPM_0.8,RPM_1.0,RPM_1.2,RPM_1.5,RPM_2.0,RPM_2.5
-65.55,6.75,14.24,21.71,41.81,57.28,72.12,86.24,92.06,,
-65.6,22.29,14.94,22.8,44.58,60.54,76.21,91.19,94.86,,
-65.65,25.3,15.85,24.23,47.22,64.31,81.04,92.55,97.66,,
