Z-Height,RPM_0.1,RPM_0.2,RPM_0.3,RPM_0.5,RPM_0.7,RPM_0.9,RPM_1.1,RPM_1.2,RPM_1.5,RPM_2.5
-65.6,14.75,50.07,77.77,94.18,97.77,,,,,
-65.7,71.22,76.67,87.19,98.24,,,,,,
